2024-05-29,0.0,0.0,200800.0
2024-05-29,5000.0,0.0,205800.0
2024-05-29,0.0,5000.0,200800.0
2024-05-29,0.0,4000.0,196800.0
2024-05-29,0.0,3000.0,193800.0
2024-05-29,5000.0,0.0,198800.0
2024-05-29,0.0,800.0,198000.0
2024-05-29,6000.0,0.0,204000.0
2024-05-29,0.0,6000.0,198000.0
2024-05-29,6000.0,0.0,204000.0
2024-05-29,0.0,6000.0,198000.0
2024-05-29,5000.0,0.0,203000.0
2024-05-29,0.0,5000.0,198000.0
2024-05-29,4000.0,0.0,202000.0
2024-05-29,0.0,4000.0,198000.0
2024-05-29,3000.0,0.0,201000.0
2024-05-29,0.0,3000.0,198000.0
2024-05-29,2000.0,0.0,200000.0
2024-05-29,2000.0,0.0,202000.0
2024-05-29,0.0,2000.0,200000.0
2024-05-29,0.0,2000.0,198000.0
